GOLDEN TICK: sum_pv=27558780228767740, sum_v=14017077, vwap=1966086098
GOLDEN TICK: sum_pv=25607103644098673, sum_v=13024571, vwap=1966061196
GOLDEN TICK: sum_pv=26082548326709673, sum_v=13266399, vwap=1966060897
GOLDEN TICK: sum_pv=26811324376306315, sum_v=13637083, vwap=1966060071
GOLDEN TICK: sum_pv=26974152383367787, sum_v=13719907, vwap=1966059418
GOLDEN TICK: sum_pv=26688701840401075, sum_v=13574719, vwap=1966059248
GOLDEN TICK: sum_pv=27528114678385211, sum_v=14001679, vwap=1966058119
GOLDEN TICK: sum_pv=27990768503846147, sum_v=14237012, vwap=1966056396
GOLDEN TICK: sum_pv=27419046595500137, sum_v=13946222, vwap=1966055509
GOLDEN TICK: sum_pv=27543220408594500, sum_v=14009385, vwap=1966054927
GOLDEN TICK: sum_pv=27846447954999511, sum_v=14163624, vwap=1966053882
GOLDEN TICK: sum_pv=28273868494673636, sum_v=14381040, vwap=1966051724
GOLDEN TICK: sum_pv=27829793875502839, sum_v=14155177, vwap=1966050574
GOLDEN TICK: sum_pv=27184444321497968, sum_v=13826934, vwap=1966050052
GOLDEN TICK: sum_pv=27443721812650304, sum_v=13958826, vwap=1966047990
GOLDEN TICK: sum_pv=27277978665727282, sum_v=13874540, vwap=1966045624
GOLDEN TICK: sum_pv=26423414958411395, sum_v=13439892, vwap=1966043697
GOLDEN TICK: sum_pv=26293179728940115, sum_v=13373655, vwap=1966042920
GOLDEN TICK: sum_pv=25420750298803819, sum_v=12929917, vwap=1966041259
GOLDEN TICK: sum_pv=25903577966322847, sum_v=13175520, vwap=1966038377
GOLDEN TICK: sum_pv=26061886465700226, sum_v=13256057, vwap=1966036089
GOLDEN TICK: sum_pv=25783909819242648, sum_v=13114676, vwap=1966034831
GOLDEN TICK: sum_pv=26069947493059200, sum_v=13260185, vwap=1966031959
GOLDEN TICK: sum_pv=26131355810423796, sum_v=13291433, vwap=1966029984
GOLDEN TICK: sum_pv=25651271481040632, sum_v=13047253, vwap=1966028518
GOLDEN TICK: sum_pv=25251579327548748, sum_v=12843967, vwap=1966026487
GOLDEN TICK: sum_pv=25142704209002280, sum_v=12788596, vwap=1966025372
GOLDEN TICK: sum_pv=24349578525569856, sum_v=12385189, vwap=1966023976
GOLDEN TICK: sum_pv=24737329334659020, sum_v=12582433, vwap=1966021145
GOLDEN TICK: sum_pv=25690375298018363, sum_v=13067202, vwap=1966019603
GOLDEN TICK: sum_pv=25410315873092157, sum_v=12924753, vwap=1966019456
GOLDEN TICK: sum_pv=24831916404733006, sum_v=12630555, vwap=1966019419
GOLDEN TICK: sum_pv=24773947649407726, sum_v=12601070, vwap=1966019365
GOLDEN TICK: sum_pv=25366184510637518, sum_v=12902306, vwap=1966019447
GOLDEN TICK: sum_pv=24736261529393733, sum_v=12581901, vwap=1966019405
GOLDEN TICK: sum_pv=24537237963732436, sum_v=12480668, vwap=1966019604
GOLDEN TICK: sum_pv=24143629469618054, sum_v=12280462, vwap=1966019639
GOLDEN TICK: sum_pv=24782837979616619, sum_v=12605592, vwap=1966019365
GOLDEN TICK: sum_pv=25364443960258871, sum_v=12901422, vwap=1966019246
GOLDEN TICK: sum_pv=25498245095861075, sum_v=12969481, vwap=1966018925
GOLDEN TICK: sum_pv=25042405732866894, sum_v=12737628, vwap=1966017984
GOLDEN TICK: sum_pv=25994973773845080, sum_v=13222143, vwap=1966018199
GOLDEN TICK: sum_pv=25218076427602327, sum_v=12826981, vwap=1966018069
GOLDEN TICK: sum_pv=24790349398305417, sum_v=12609435, vwap=1966015876
GOLDEN TICK: sum_pv=25229919547735005, sum_v=12833024, vwap=1966015145
GOLDEN TICK: sum_pv=25399045630918459, sum_v=12919059, vwap=1966013595
GOLDEN TICK: sum_pv=24505310978350767, sum_v=12464475, vwap=1966012285
GOLDEN TICK: sum_pv=25448093070615569, sum_v=12944035, vwap=1966009290
GOLDEN TICK: sum_pv=23855698768922517, sum_v=12134069, vwap=1966009816
GOLDEN TICK: sum_pv=23094422512677066, sum_v=11746850, vwap=1966009824
GOLDEN TICK: sum_pv=24473434425765506, sum_v=12448302, vwap=1966005839
GOLDEN TICK: sum_pv=23789919838682008, sum_v=12100640, vwap=1966005090
GOLDEN TICK: sum_pv=23675742182483334, sum_v=12042581, vwap=1966002319
GOLDEN TICK: sum_pv=23754152801672758, sum_v=12082505, vwap=1965995693
GOLDEN TICK: sum_pv=24123816964512639, sum_v=12270560, vwap=1965991524
GOLDEN TICK: sum_pv=23717669130646589, sum_v=12063991, vwap=1965988629
GOLDEN TICK: sum_pv=24404301236910104, sum_v=12413266, vwap=1965985522
GOLDEN TICK: sum_pv=24793967325510500, sum_v=12611500, vwap=1965980836
GOLDEN TICK: sum_pv=24203907636653513, sum_v=12311391, vwap=1965976682
GOLDEN TICK: sum_pv=22804563481284905, sum_v=11599637, vwap=1965972166
GOLDEN TICK: sum_pv=23211593441279510, sum_v=11806691, vwap=1965969418
GOLDEN TICK: sum_pv=24243323671917553, sum_v=12331522, vwap=1965963623
GOLDEN TICK: sum_pv=23883836681811798, sum_v=12148683, vwap=1965960975
GOLDEN TICK: sum_pv=24294202088703066, sum_v=12357440, vwap=1965957519
GOLDEN TICK: sum_pv=25271930418136074, sum_v=12854799, vwap=1965952981
GOLDEN TICK: sum_pv=25287474016367354, sum_v=12862723, vwap=1965950290
GOLDEN TICK: sum_pv=26300835322599140, sum_v=13378184, vwap=1965949587
GOLDEN TICK: sum_pv=25818734058128552, sum_v=13132968, vwap=1965948143
GOLDEN TICK: sum_pv=27105486648139279, sum_v=13787489, vwap=1965948016
GOLDEN TICK: sum_pv=28898243562179603, sum_v=14699403, vwap=1965946750
GOLDEN TICK: sum_pv=28469835109584313, sum_v=14481496, vwap=1965945722
GOLDEN TICK: sum_pv=30097206299971108, sum_v=15309275, vwap=1965945892
GOLDEN TICK: sum_pv=31128631810255549, sum_v=15833924, vwap=1965945511
GOLDEN TICK: sum_pv=31442004395191069, sum_v=15993334, vwap=1965944336
GOLDEN TICK: sum_pv=31640566796241373, sum_v=16094338, vwap=1965943973
GOLDEN TICK: sum_pv=32070779015995165, sum_v=16313169, vwap=1965944140
GOLDEN TICK: sum_pv=31628552471264975, sum_v=16088223, vwap=1965944434
GOLDEN TICK: sum_pv=30563388456341168, sum_v=15546416, vwap=1965944334
GOLDEN TICK: sum_pv=30793435940456922, sum_v=15663430, vwap=1965944620
GOLDEN TICK: sum_pv=32521523230638330, sum_v=16542438, vwap=1965944997
GOLDEN TICK: sum_pv=32105386436889780, sum_v=16330764, vwap=1965945159
GOLDEN TICK: sum_pv=31679236609266505, sum_v=16113991, vwap=1965946028
GOLDEN TICK: sum_pv=31888633751338849, sum_v=16220500, vwap=1965946410
GOLDEN TICK: sum_pv=31269437673263120, sum_v=15905535, vwap=1965946928
GOLDEN TICK: sum_pv=30667541970204729, sum_v=15599358, vwap=1965948981
GOLDEN TICK: sum_pv=31022371060699992, sum_v=15779838, vwap=1965949907
GOLDEN TICK: sum_pv=30660172442185062, sum_v=15595596, vwap=1965950672
GOLDEN TICK: sum_pv=30671128229979142, sum_v=15601160, vwap=1965951777
GOLDEN TICK: sum_pv=29774620336175718, sum_v=15145134, vwap=1965952915
GOLDEN TICK: sum_pv=28910708643562814, sum_v=14705670, vwap=1965956576
GOLDEN TICK: sum_pv=29240540648443304, sum_v=14873415, vwap=1965960113
GOLDEN TICK: sum_pv=28764391788205848, sum_v=14631201, vwap=1965962451
GOLDEN TICK: sum_pv=28680494206604449, sum_v=14588504, vwap=1965965407
GOLDEN TICK: sum_pv=27670286012618714, sum_v=14074637, vwap=1965968004
GOLDEN TICK: sum_pv=26945940444479040, sum_v=13706187, vwap=1965969123
GOLDEN TICK: sum_pv=25932825897731285, sum_v=13190858, vwap=1965969605
GOLDEN TICK: sum_pv=26456549711947370, sum_v=13457249, vwap=1965970140
GOLDEN TICK: sum_pv=27459131867527520, sum_v=13967211, vwap=1965971006
GOLDEN TICK: sum_pv=27465667242510051, sum_v=13970527, vwap=1965972167
GOLDEN TICK: sum_pv=26736395437151091, sum_v=13599561, vwap=1965974889
GOLDEN TICK: sum_pv=27011210558677277, sum_v=13739342, vwap=1965975558
GOLDEN TICK: sum_pv=26189686023815889, sum_v=13321458, vwap=1965977449
GOLDEN TICK: sum_pv=25838273151875233, sum_v=13142708, vwap=1965977875
GOLDEN TICK: sum_pv=25949647251801154, sum_v=13199357, vwap=1965978134
GOLDEN TICK: sum_pv=25351397873840625, sum_v=12895053, vwap=1965978571
GOLDEN TICK: sum_pv=25264288047126660, sum_v=12850737, vwap=1965979698
GOLDEN TICK: sum_pv=25150567058548044, sum_v=12792895, vwap=1965979323
GOLDEN TICK: sum_pv=25266988838440604, sum_v=12852127, vwap=1965977214
GOLDEN TICK: sum_pv=25464272039072031, sum_v=12952483, vwap=1965976101
GOLDEN TICK: sum_pv=25243764354670107, sum_v=12840337, vwap=1965973662
GOLDEN TICK: sum_pv=25624482394861285, sum_v=13034016, vwap=1965969843
GOLDEN TICK: sum_pv=26416730332500365, sum_v=13437016, vwap=1965967022
GOLDEN TICK: sum_pv=26103894114522007, sum_v=13277908, vwap=1965964375
GOLDEN TICK: sum_pv=25106922013650942, sum_v=12770796, vwap=1965963751
GOLDEN TICK: sum_pv=24839701615671576, sum_v=12634881, vwap=1965962450
GOLDEN TICK: sum_pv=24927322202074279, sum_v=12679452, vwap=1965962109
GOLDEN TICK: sum_pv=24949714523500950, sum_v=12690849, vwap=1965961026
GOLDEN TICK: sum_pv=23904357104812846, sum_v=12159130, vwap=1965959497
GOLDEN TICK: sum_pv=24328821193961190, sum_v=12375039, vwap=1965959153
GOLDEN TICK: sum_pv=24625421144231621, sum_v=12525922, vwap=1965956769
GOLDEN TICK: sum_pv=24694912748944695, sum_v=12561278, vwap=1965955434
GOLDEN TICK: sum_pv=24978043005290439, sum_v=12705300, vwap=1965954602
GOLDEN TICK: sum_pv=25434495364032889, sum_v=12937482, vwap=1965954067
GOLDEN TICK: sum_pv=24767048433774373, sum_v=12597980, vwap=1965953941
GOLDEN TICK: sum_pv=24188813735499161, sum_v=12303855, vwap=1965954063
GOLDEN TICK: sum_pv=23708392032534761, sum_v=12059484, vwap=1965954101
GOLDEN TICK: sum_pv=24196025011951285, sum_v=12307518, vwap=1965954875
GOLDEN TICK: sum_pv=23534501394990959, sum_v=11971016, vwap=1965956890
GOLDEN TICK: sum_pv=23838458361696472, sum_v=12125622, vwap=1965957569
GOLDEN TICK: sum_pv=22808699306812800, sum_v=11601826, vwap=1965957712
GOLDEN TICK: sum_pv=22334374263997284, sum_v=11360548, vwap=1965959235
GOLDEN TICK: sum_pv=22241498190956731, sum_v=11313303, vwap=1965959737
GOLDEN TICK: sum_pv=22032147131876779, sum_v=11206807, vwap=1965961145
GOLDEN TICK: sum_pv=22317897843592991, sum_v=11352153, vwap=1965961685
GOLDEN TICK: sum_pv=22227560830238509, sum_v=11306193, vwap=1965963329
GOLDEN TICK: sum_pv=23025667029683801, sum_v=11712143, vwap=1965965325
GOLDEN TICK: sum_pv=23743596051104656, sum_v=12077308, vwap=1965967585
GOLDEN TICK: sum_pv=23628091471532746, sum_v=12018548, vwap=1965968890
GOLDEN TICK: sum_pv=23935727894244904, sum_v=12175015, vwap=1965971121
GOLDEN TICK: sum_pv=22373205918542627, sum_v=11380221, vwap=1965972885
GOLDEN TICK: sum_pv=21456934891998437, sum_v=10914149, vwap=1965974158
GOLDEN TICK: sum_pv=21459881029153945, sum_v=10915644, vwap=1965974799
GOLDEN TICK: sum_pv=21224728797691091, sum_v=10796027, vwap=1965975890
GOLDEN TICK: sum_pv=21732295506159767, sum_v=11054199, vwap=1965976504
GOLDEN TICK: sum_pv=22244453221540437, sum_v=11314711, vwap=1965976260
GOLDEN TICK: sum_pv=22921404267969241, sum_v=11659050, vwap=1965975295
GOLDEN TICK: sum_pv=22129277889235127, sum_v=11256128, vwap=1965976034
GOLDEN TICK: sum_pv=22391125805218028, sum_v=11389317, vwap=1965976169
GOLDEN TICK: sum_pv=22320109247640628, sum_v=11353187, vwap=1965977416
GOLDEN TICK: sum_pv=22759059348654446, sum_v=11576455, vwap=1965978302
GOLDEN TICK: sum_pv=22463818414604930, sum_v=11426267, vwap=1965980526
GOLDEN TICK: sum_pv=21876177635455895, sum_v=11127344, vwap=1965983763
GOLDEN TICK: sum_pv=23168548905680890, sum_v=11784703, vwap=1965984964
GOLDEN TICK: sum_pv=24378856943966628, sum_v=12400321, vwap=1965985956
GOLDEN TICK: sum_pv=24953895429143510, sum_v=12692814, vwap=1965986063
GOLDEN TICK: sum_pv=25776719120290516, sum_v=13111340, vwap=1965986628
GOLDEN TICK: sum_pv=25028774026620720, sum_v=12730898, vwap=1965986533
GOLDEN TICK: sum_pv=24819390692072570, sum_v=12624396, vwap=1965986387
GOLDEN TICK: sum_pv=24989876606238680, sum_v=12711106, vwap=1965987586
GOLDEN TICK: sum_pv=25521032694384273, sum_v=12981272, vwap=1965988594
GOLDEN TICK: sum_pv=27428332077110672, sum_v=13951409, vwap=1965990107
GOLDEN TICK: sum_pv=27837012951877382, sum_v=14159275, vwap=1965991405
GOLDEN TICK: sum_pv=28787340571609598, sum_v=14642649, vwap=1965992667
GOLDEN TICK: sum_pv=28595439921602966, sum_v=14545033, vwap=1965993471
GOLDEN TICK: sum_pv=28669290050460708, sum_v=14582591, vwap=1965994249
GOLDEN TICK: sum_pv=28319520017834264, sum_v=14404668, vwap=1965996024
GOLDEN TICK: sum_pv=28853574240764180, sum_v=14676315, vwap=1965995840
GOLDEN TICK: sum_pv=28911921830500871, sum_v=14705996, vwap=1965995491
GOLDEN TICK: sum_pv=28887781117503781, sum_v=14693720, vwap=1965995072
GOLDEN TICK: sum_pv=29753862010433949, sum_v=15134259, vwap=1965993975
GOLDEN TICK: sum_pv=30719555386857643, sum_v=15625471, vwap=1965992281
GOLDEN TICK: sum_pv=29790265965551089, sum_v=15152793, vwap=1965991745
GOLDEN TICK: sum_pv=27782750081849256, sum_v=14131670, vwap=1965991993
GOLDEN TICK: sum_pv=28115551534538894, sum_v=14300950, vwap=1965991877
GOLDEN TICK: sum_pv=27351876463015442, sum_v=13912505, vwap=1965992210
GOLDEN TICK: sum_pv=27236281749546326, sum_v=13853713, vwap=1965991481
GOLDEN TICK: sum_pv=27168819448672917, sum_v=13819391, vwap=1965992528
GOLDEN TICK: sum_pv=27787430671018597, sum_v=14134042, vwap=1965993214
GOLDEN TICK: sum_pv=27109525104511280, sum_v=13789232, vwap=1965992384
GOLDEN TICK: sum_pv=26830385203129758, sum_v=13647254, vwap=1965991488
GOLDEN TICK: sum_pv=26051336138924713, sum_v=13251003, vwap=1965989754
GOLDEN TICK: sum_pv=24725617012944623, sum_v=12576678, vwap=1965989509
GOLDEN TICK: sum_pv=24410384397857231, sum_v=12416331, vwap=1965990146
GOLDEN TICK: sum_pv=25590865463538012, sum_v=13016778, vwap=1965990774
GOLDEN TICK: sum_pv=26727193442697687, sum_v=13594767, vwap=1965991284
GOLDEN TICK: sum_pv=26488232407492117, sum_v=13473217, vwap=1965991671
GOLDEN TICK: sum_pv=25811289215124979, sum_v=13128884, vwap=1965992632
GOLDEN TICK: sum_pv=25881329416567636, sum_v=13164497, vwap=1965994554
GOLDEN TICK: sum_pv=26703757389121051, sum_v=13582808, vwap=1965996824
GOLDEN TICK: sum_pv=26052910006757158, sum_v=13251740, vwap=1965999182
GOLDEN TICK: sum_pv=25974083535872870, sum_v=13211612, vwap=1966004113
GOLDEN TICK: sum_pv=26029141658680288, sum_v=13239609, vwap=1966005314
GOLDEN TICK: sum_pv=26297666454656093, sum_v=13376186, vwap=1966006338
GOLDEN TICK: sum_pv=25544806931404914, sum_v=12993226, vwap=1966009590
GOLDEN TICK: sum_pv=26477931035117080, sum_v=13467845, vwap=1966010971
GOLDEN TICK: sum_pv=26490530802128678, sum_v=13474234, vwap=1966013860
GOLDEN TICK: sum_pv=25826505547830298, sum_v=13136475, vwap=1966014897
GOLDEN TICK: sum_pv=25526821244261886, sum_v=12984039, vwap=1966015447
GOLDEN TICK: sum_pv=25302545210197637, sum_v=12869954, vwap=1966016755
GOLDEN TICK: sum_pv=26630675337719558, sum_v=13545492, vwap=1966017575
GOLDEN TICK: sum_pv=26183889485623734, sum_v=13318226, vwap=1966019309
GOLDEN TICK: sum_pv=26472168191983418, sum_v=13464855, vwap=1966019551
GOLDEN TICK: sum_pv=26174770444476336, sum_v=13313585, vwap=1966019704
GOLDEN TICK: sum_pv=26293058159025274, sum_v=13373741, vwap=1966021187
GOLDEN TICK: sum_pv=25119098013540259, sum_v=12776603, vwap=1966023207
GOLDEN TICK: sum_pv=25129078794047343, sum_v=12781675, vwap=1966023920
GOLDEN TICK: sum_pv=25006524399087255, sum_v=12719337, vwap=1966024203
GOLDEN TICK: sum_pv=25255846763697042, sum_v=12846162, vwap=1966022751
GOLDEN TICK: sum_pv=24608790889105262, sum_v=12517047, vwap=1966022088
GOLDEN TICK: sum_pv=24717979633654893, sum_v=12572588, vwap=1966021604
GOLDEN TICK: sum_pv=23237374943171901, sum_v=11819501, vwap=1966019965
GOLDEN TICK: sum_pv=23894746828414605, sum_v=12153878, vwap=1966018321
GOLDEN TICK: sum_pv=24125968486954927, sum_v=12271496, vwap=1966016896
GOLDEN TICK: sum_pv=24335458955567130, sum_v=12378072, vwap=1966013685
GOLDEN TICK: sum_pv=24035068382511060, sum_v=12225294, vwap=1966011482
GOLDEN TICK: sum_pv=23549453825114230, sum_v=11978301, vwap=1966009522
GOLDEN TICK: sum_pv=24426139938300942, sum_v=12424234, vwap=1966007718
GOLDEN TICK: sum_pv=25639084760657754, sum_v=13041196, vwap=1966007163
GOLDEN TICK: sum_pv=26750493311329182, sum_v=13606516, vwap=1966006089
GOLDEN TICK: sum_pv=25967247900190008, sum_v=13208130, vwap=1966004869
GOLDEN TICK: sum_pv=26417032699556930, sum_v=13436917, vwap=1966004009
GOLDEN TICK: sum_pv=26102872875576154, sum_v=13277122, vwap=1966003842
GOLDEN TICK: sum_pv=26841745742674458, sum_v=13652951, vwap=1966003228
GOLDEN TICK: sum_pv=26131049602948531, sum_v=13291474, vwap=1966000881
GOLDEN TICK: sum_pv=27123403917856591, sum_v=13796239, vwap=1965999858
GOLDEN TICK: sum_pv=27372607891008565, sum_v=13923006, vwap=1965998426
GOLDEN TICK: sum_pv=28230369636275011, sum_v=14359305, vwap=1965998329
GOLDEN TICK: sum_pv=28394314023277111, sum_v=14442693, vwap=1965998586
GOLDEN TICK: sum_pv=27779763072176621, sum_v=14130105, vwap=1965998346
GOLDEN TICK: sum_pv=28394640226790458, sum_v=14442864, vwap=1965997895
GOLDEN TICK: sum_pv=28598010319351943, sum_v=14546312, vwap=1965997313
GOLDEN TICK: sum_pv=29049444944440863, sum_v=14775937, vwap=1965996805
GOLDEN TICK: sum_pv=29491841722876220, sum_v=15000961, vwap=1965996826
GOLDEN TICK: sum_pv=29391781314543417, sum_v=14950065, vwap=1965996891
GOLDEN TICK: sum_pv=29806861427109013, sum_v=15161189, vwap=1965997615
GOLDEN TICK: sum_pv=29216814371976947, sum_v=14861062, vwap=1965997744
GOLDEN TICK: sum_pv=28780813856378851, sum_v=14639281, vwap=1965999140
GOLDEN TICK: sum_pv=28077315390933731, sum_v=14281441, vwap=1966000166
GOLDEN TICK: sum_pv=27826940389394267, sum_v=14154065, vwap=1966003433
GOLDEN TICK: sum_pv=26958669517521791, sum_v=13712418, vwap=1966004064
GOLDEN TICK: sum_pv=27069348780206585, sum_v=13768693, vwap=1966007142
GOLDEN TICK: sum_pv=28172903935439881, sum_v=14329995, vwap=1966009334
GOLDEN TICK: sum_pv=27545689111531771, sum_v=14010953, vwap=1966011099
GOLDEN TICK: sum_pv=27453660769328251, sum_v=13964121, vwap=1966014242
GOLDEN TICK: sum_pv=26905297044513072, sum_v=13685180, vwap=1966017037
GOLDEN TICK: sum_pv=26710971743749412, sum_v=13586312, vwap=1966020782
GOLDEN TICK: sum_pv=26559281338528454, sum_v=13509131, vwap=1966024412
GOLDEN TICK: sum_pv=26631941308875890, sum_v=13546047, vwap=1966030481
GOLDEN TICK: sum_pv=27608955775857804, sum_v=14042961, vwap=1966035209
GOLDEN TICK: sum_pv=27686678541765974, sum_v=14082453, vwap=1966040897
GOLDEN TICK: sum_pv=28207763289919745, sum_v=14347467, vwap=1966044827
GOLDEN TICK: sum_pv=27732407552712527, sum_v=14105647, vwap=1966050019
GOLDEN TICK: sum_pv=26935435199960969, sum_v=13700254, vwap=1966053709
GOLDEN TICK: sum_pv=25853642135225720, sum_v=13149988, vwap=1966058230
GOLDEN TICK: sum_pv=25910265433806716, sum_v=13178752, vwap=1966063663
GOLDEN TICK: sum_pv=25561201951557293, sum_v=13001194, vwap=1966065728
GOLDEN TICK: sum_pv=25548096015730760, sum_v=12994517, vwap=1966067381
GOLDEN TICK: sum_pv=25623935240970679, sum_v=13033086, vwap=1966068146
GOLDEN TICK: sum_pv=25573720153696200, sum_v=13007539, vwap=1966069073
GOLDEN TICK: sum_pv=25866216434802396, sum_v=13156312, vwap=1966068943
GOLDEN TICK: sum_pv=25773304776870576, sum_v=13109048, vwap=1966069906
GOLDEN TICK: sum_pv=26086467331910724, sum_v=13268320, vwap=1966071615
GOLDEN TICK: sum_pv=26882364440619784, sum_v=13673130, vwap=1966072467
GOLDEN TICK: sum_pv=27399984106039944, sum_v=13936402, vwap=1966073029
GOLDEN TICK: sum_pv=28012997987639602, sum_v=14248196, vwap=1966073318
GOLDEN TICK: sum_pv=28321087930034414, sum_v=14404905, vwap=1966072523
GOLDEN TICK: sum_pv=28220394021832604, sum_v=14353695, vwap=1966071734
GOLDEN TICK: sum_pv=26977965436602704, sum_v=13721771, vwap=1966070227
GOLDEN TICK: sum_pv=25972920585697020, sum_v=13210590, vwap=1966068176
GOLDEN TICK: sum_pv=25305832379512829, sum_v=12871309, vwap=1966065174
GOLDEN TICK: sum_pv=25174501350235973, sum_v=12804522, vwap=1966063344
GOLDEN TICK: sum_pv=24946967947964267, sum_v=12688805, vwap=1966061260
GOLDEN TICK: sum_pv=26577676644178238, sum_v=13518262, vwap=1966057222
GOLDEN TICK: sum_pv=27085361455196402, sum_v=13776499, vwap=1966055487
GOLDEN TICK: sum_pv=27668793965101045, sum_v=14073272, vwap=1966052668
GOLDEN TICK: sum_pv=28543182203337892, sum_v=14518019, vwap=1966052131
GOLDEN TICK: sum_pv=28995237114532133, sum_v=14747952, vwap=1966051768
GOLDEN TICK: sum_pv=29463494486423390, sum_v=14986115, vwap=1966052875
GOLDEN TICK: sum_pv=28982532006946414, sum_v=14741483, vwap=1966052669
GOLDEN TICK: sum_pv=30357667004788292, sum_v=15440909, vwap=1966054395
GOLDEN TICK: sum_pv=30205980498715856, sum_v=15363747, vwap=1966055578
GOLDEN TICK: sum_pv=29426003095095744, sum_v=14967019, vwap=1966056373
GOLDEN TICK: sum_pv=27770798689537644, sum_v=14125123, vwap=1966057123
GOLDEN TICK: sum_pv=26773906289976292, sum_v=13618057, vwap=1966059202
GOLDEN TICK: sum_pv=25713265720493434, sum_v=13078565, vwap=1966061698
GOLDEN TICK: sum_pv=25785580907878942, sum_v=13115306, vwap=1966067807
GOLDEN TICK: sum_pv=25814510198848804, sum_v=13129992, vwap=1966072043
GOLDEN TICK: sum_pv=26097579216933728, sum_v=13273949, vwap=1966074995
GOLDEN TICK: sum_pv=26390109821537335, sum_v=13422716, vwap=1966078237
GOLDEN TICK: sum_pv=27322511419724242, sum_v=13896915, vwap=1966084661
GOLDEN TICK: sum_pv=27642009978489435, sum_v=14059378, vwap=1966090532
GOLDEN TICK: sum_pv=28292636792323662, sum_v=14390269, vwap=1966095059
GOLDEN TICK: sum_pv=27127629411323765, sum_v=13797666, vwap=1966102775
GOLDEN TICK: sum_pv=27847754112029021, sum_v=14163902, vwap=1966107511
GOLDEN TICK: sum_pv=26899402862797503, sum_v=13681512, vwap=1966113311
GOLDEN TICK: sum_pv=26760174889196955, sum_v=13610668, vwap=1966117672
GOLDEN TICK: sum_pv=26449806112648725, sum_v=13452778, vwap=1966122247
GOLDEN TICK: sum_pv=27063441704149413, sum_v=13764842, vwap=1966128031
GOLDEN TICK: sum_pv=26867287491630320, sum_v=13665050, vwap=1966131663
GOLDEN TICK: sum_pv=26750259464126860, sum_v=13605505, vwap=1966134991
GOLDEN TICK: sum_pv=27513749794154991, sum_v=13993812, vwap=1966136874
GOLDEN TICK: sum_pv=27280904669938139, sum_v=13875374, vwap=1966138330
Generated 1000 test vectors.

✅ PHASE 2.2/2.3 VERIFIED: OFI, VWAP, and LR RTL perfectly match Python Golden Models over 1000 ticks!
